Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1420000,1.325206,2.4674392,999.0,31.57908833878381,31.57908833878381,1.0
1430000,1.3247715,2.4578319,999.0,25.46862385670344,25.46862385670344,1.0
1440000,1.3231308,2.603456,999.0,31.650679046457466,31.650679046457466,1.0
1450000,1.3229488,2.6283822,999.0,30.143775292805262,30.143775292805262,1.0
1460000,1.3216655,2.7976174,999.0,35.09803852190574,35.09803852190574,1.0
1470000,1.3216655,2.746541,999.0,32.968152886087246,32.968152886087246,1.0
1480000,1.3194541,2.7357032,999.0,29.388755900519236,29.388755900519236,1.0
1490000,1.3194025,2.767454,999.0,31.251479806999367,31.251479806999367,1.0
1500000,1.3176894,2.8492494,999.0,35.60508820143613,35.60508820143613,1.0
1510000,1.317499,2.6768088,999.0,30.663729752813065,30.663729752813065,1.0
1520000,1.3160906,2.7585883,999.0,29.953814797103405,29.953814797103405,1.0
1530000,1.3158066,2.833584,999.0,29.9106802073392,29.9106802073392,1.0
1540000,1.3140947,2.87672,999.0,36.31312587431499,36.31312587431499,1.0
1550000,1.3133181,2.952837,999.0,32.16072176148494,32.16072176148494,1.0
1560000,1.3120652,2.8113685,999.0,29.67847253517671,29.67847253517671,1.0
1570000,1.3112246,2.879375,999.0,27.293393995080674,27.293393995080674,1.0
1580000,1.3105118,2.9733324,999.0,33.39452240616083,33.39452240616083,1.0
1590000,1.3098342,2.7996726,999.0,26.689807206392288,26.689807206392288,1.0
1600000,1.3095629,2.8317845,999.0,28.27936279135091,28.27936279135091,1.0
1610000,1.3091795,3.0474994,999.0,36.290729239583015,36.290729239583015,1.0
1620000,1.3091089,2.8897274,999.0,29.906718911095098,29.906718911095098,1.0
1630000,1.3089211,3.136705,999.0,38.01820353950773,38.01820353950773,1.0
1640000,1.30872,3.0964265,999.0,34.469382594029106,34.469382594029106,1.0
1650000,1.307972,3.1474013,999.0,34.9940875091336,34.9940875091336,1.0
1660000,1.3078841,3.1446319,999.0,32.86422209867409,32.86422209867409,1.0
1670000,1.3072683,3.0841413,999.0,30.482876515636843,30.482876515636843,1.0
1680000,1.3072683,3.1263971,999.0,32.729659020900726,32.729659020900726,1.0
1690000,1.3068029,3.100575,999.0,30.29869273730687,30.29869273730687,1.0
1700000,1.3067887,3.1694455,999.0,32.92978182931741,32.92978182931741,1.0
1710000,1.3060719,3.3020606,999.0,37.22178686748851,37.22178686748851,1.0
1720000,1.3059876,3.2330785,999.0,35.59354696955,35.59354696955,1.0
1730000,1.3048363,3.317449,999.0,36.06474984933933,36.06474984933933,1.0
1740000,1.3046005,3.2400422,999.0,31.493078223683618,31.493078223683618,1.0
1750000,1.303644,3.3087554,999.0,37.74466416878359,37.74466416878359,1.0
1760000,1.3032148,3.298179,999.0,34.84327923754851,34.84327923754851,1.0
1770000,1.301666,3.3168492,999.0,36.107513189315796,36.107513189315796,1.0
1780000,1.3005984,3.4372554,999.0,37.924649843147826,37.924649843147826,1.0
1790000,1.2989424,3.4180279,999.0,37.577023446559906,37.577023446559906,1.0
1800000,1.2974017,3.408039,999.0,36.22304244474931,36.22304244474931,1.0
1810000,1.2961985,3.3614113,999.0,30.40808415412903,30.40808415412903,1.0
1820000,1.2944769,3.407524,999.0,34.16198091829816,34.16198091829816,1.0
1830000,1.293987,3.4524395,999.0,38.415600860660724,38.415600860660724,1.0
