Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
3050000,1.2074392,4.6449785,999.0,44.3445508399047,44.3445508399047,1.0
3060000,1.206244,4.6795244,999.0,50.6325927587226,50.6325927587226,1.0
3070000,1.2057992,4.7222834,999.0,52.05971326828003,52.05971326828003,1.0
3080000,1.2045971,4.752656,999.0,49.87976157125085,49.87976157125085,1.0
3090000,1.2039926,4.7121058,999.0,49.165309455897656,49.165309455897656,1.0
3100000,1.202721,4.7156053,999.0,45.652114901319145,45.652114901319145,1.0
3110000,1.2018738,4.7620482,999.0,46.216047964058816,46.216047964058816,1.0
3120000,1.2008955,4.7380037,999.0,48.42979968041182,48.42979968041182,1.0
3130000,1.2000592,4.7160234,999.0,45.781824205070734,45.781824205070734,1.0
3140000,1.1996768,4.640911,999.0,46.01268178066239,46.01268178066239,1.0
3150000,1.1992748,4.7899446,999.0,47.34980300900061,47.34980300900061,1.0
3160000,1.1985888,4.771374,999.0,50.16787806455977,50.16787806455977,1.0
3170000,1.1976396,4.8287935,999.0,49.32057108953595,49.32057108953595,1.0
3180000,1.1965704,4.8101907,999.0,47.28695319350809,47.28695319350809,1.0
3190000,1.1946557,4.707189,999.0,43.270353390881795,43.270353390881795,1.0
3200000,1.1945757,4.819771,999.0,50.12001554137096,50.12001554137096,1.0
3210000,1.1944047,4.8615103,999.0,48.70072873001918,48.70072873001918,1.0
3220000,1.1941475,4.8105755,999.0,48.41909273341298,48.41909273341298,1.0
3230000,1.1932719,4.866862,999.0,49.63966430881992,49.63966430881992,1.0
3240000,1.1932683,4.8406487,999.0,47.59952091313899,47.59952091313899,1.0
3250000,1.1932735,4.7772417,999.0,43.86270250603557,43.86270250603557,1.0
3260000,1.1932834,4.8729105,999.0,49.77841079691425,49.77841079691425,1.0
3270000,1.1933677,4.793082,999.0,42.95402406230569,42.95402406230569,1.0
3280000,1.1933613,4.886975,999.0,48.79578957771882,48.79578957771882,1.0
3290000,1.193136,4.8379617,999.0,45.18368129702285,45.18368129702285,1.0
3300000,1.1931361,4.8992147,999.0,46.620706990454345,46.620706990454345,1.0
3310000,1.1946565,4.8241844,999.0,45.0798713141121,45.0798713141121,1.0
3320000,1.1946876,4.7028008,999.0,33.19433267011773,33.19433267011773,1.0
3330000,1.1934701,4.7048817,999.0,42.317982176039365,42.317982176039365,1.0
3340000,1.1933576,4.6370015,999.0,35.77970877159387,35.77970877159387,1.0
